CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,CustomerAgeCluster
716160708,Existing Customer,64,Male,Graduate,Single,Less than $40K,Blue,36,3,1,1861,Sixties
772728933,Attrited Customer,50,Male,High School,Married,$120K +,Blue,40,4,3,13709,Fifties
815320383,Attrited Customer,46,Female,Unknown,Unknown,Less than $40K,Blue,41,3,2,4710,Fourties
712117983,Existing Customer,49,Male,Graduate,Married,$80K - $120K,Blue,39,3,2,17285,Fourties
788694558,Existing Customer,53,Female,Uneducated,Single,Less than $40K,Blue,40,2,3,1438.3,Fifties
709275558,Existing Customer,54,Male,Graduate,Single,$60K - $80K,Blue,44,3,2,7866,Fifties
711216933,Existing Customer,42,Female,High School,Married,Less than $40K,Blue,36,3,1,2190,Fourties
717069033,Existing Customer,43,Female,Graduate,Married,Less than $40K,Blue,30,1,3,4829,Fourties
714992733,Existing Customer,46,Male,Graduate,Divorced,$80K - $120K,Blue,36,1,1,3210,Fourties
809445858,Existing Customer,38,Female,Graduate,Single,Less than $40K,Blue,32,3,3,1755,Thirties
708859158,Existing Customer,47,Female,Graduate,Single,$40K - $60K,Blue,37,1,1,1438.3,Fourties
710040483,Existing Customer,37,Male,Uneducated,Unknown,$60K - $80K,Blue,26,2,1,14485,Thirties
714667608,Existing Customer,47,Male,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,6043,Fourties
714475908,Attrited Customer,43,Male,Uneducated,Single,$60K - $80K,Blue,35,3,2,6348,Fourties
713656308,Existing Customer,56,Female,High School,Married,Less than $40K,Blue,48,3,1,1438.3,Fifties
716790633,Attrited Customer,43,Male,Graduate,Married,$60K - $80K,Blue,36,2,3,17239,Fourties
770293758,Existing Customer,44,Male,High School,Single,Less than $40K,Blue,38,1,2,2111,Fourties
765584208,Existing Customer,43,Female,Unknown,Divorced,Less than $40K,Blue,30,2,1,2905,Fourties
811989858,Existing Customer,49,Male,Uneducated,Unknown,$60K - $80K,Silver,44,3,2,32244,Fourties
721276383,Existing Customer,47,Female,Post-Graduate,Divorced,$40K - $60K,Blue,33,2,3,5624,Fourties
708585933,Existing Customer,44,Female,High School,Single,Less than $40K,Blue,36,2,3,1656,Fourties
713283933,Attrited Customer,42,Male,Uneducated,Married,$40K - $60K,Blue,30,3,3,3032,Fourties
714915633,Attrited Customer,42,Male,High School,Single,$60K - $80K,Blue,36,3,6,15699,Fourties
709236633,Existing Customer,40,Female,Uneducated,Divorced,$40K - $60K,Blue,28,1,3,6608,Fourties
827948133,Existing Customer,47,Female,Graduate,Single,Less than $40K,Blue,43,2,4,5062,Fourties
718946358,Existing Customer,44,Male,Uneducated,Single,$40K - $60K,Blue,30,3,2,1547,Fourties
714400308,Existing Customer,60,Female,Uneducated,Single,Less than $40K,Silver,49,1,1,11060,Sixties
789670533,Existing Customer,41,Female,High School,Married,$40K - $60K,Blue,26,1,2,1438.3,Fourties
770942283,Existing Customer,46,Female,Unknown,Single,Less than $40K,Blue,33,3,2,3670,Fourties
827074758,Existing Customer,42,Female,Uneducated,Single,Less than $40K,Blue,38,1,4,1538,Fourties
818326083,Existing Customer,54,Female,High School,Married,$40K - $60K,Blue,49,1,2,1438.3,Fifties
712292133,Attrited Customer,45,Female,College,Married,Less than $40K,Blue,36,2,4,2330,Fourties
709449333,Existing Customer,49,Male,High School,Single,$60K - $80K,Blue,40,2,2,3170,Fourties
788840283,Existing Customer,42,Female,Post-Graduate,Divorced,Less than $40K,Blue,26,2,3,2120,Fourties
716013858,Existing Customer,53,Male,Graduate,Single,$80K - $120K,Blue,34,1,4,20231,Fifties
712229283,Attrited Customer,48,Female,Doctorate,Unknown,Unknown,Blue,24,2,3,1438.3,Fourties
751422258,Existing Customer,45,Female,Graduate,Married,Less than $40K,Blue,38,3,2,5583,Fourties
715691808,Existing Customer,41,Female,Uneducated,Divorced,Less than $40K,Blue,30,3,4,7764,Fourties
794273283,Attrited Customer,51,Male,Uneducated,Single,$80K - $120K,Blue,45,3,3,25670,Fifties
788838033,Attrited Customer,45,Male,College,Single,$60K - $80K,Blue,29,2,4,3841,Fourties
712778658,Existing Customer,52,Female,Graduate,Married,Less than $40K,Blue,39,3,3,2001,Fifties
789580908,Existing Customer,44,Female,High School,Single,Less than $40K,Blue,37,2,2,8512,Fourties
778965183,Existing Customer,47,Female,Uneducated,Divorced,$40K - $60K,Blue,30,3,2,5869,Fourties
714462558,Existing Customer,44,Female,Unknown,Married,Unknown,Blue,36,2,3,5791,Fourties
789013833,Attrited Customer,50,Male,High School,Married,$120K +,Silver,37,2,1,34516,Fifties
800869758,Existing Customer,49,Male,Unknown,Married,$80K - $120K,Blue,43,1,1,2191,Fourties
807426033,Existing Customer,37,Male,Unknown,Single,$60K - $80K,Blue,32,1,1,2865,Thirties
720091083,Existing Customer,43,Male,Graduate,Married,$120K +,Blue,31,1,3,6467,Fourties
711918033,Attrited Customer,37,Female,Unknown,Married,Less than $40K,Blue,17,1,3,1468,Thirties
709679658,Existing Customer,58,Female,Graduate,Single,$40K - $60K,Blue,50,3,3,5386,Fifties
779296908,Existing Customer,46,Female,Graduate,Single,Less than $40K,Blue,28,3,3,1438.3,Fourties
720682308,Existing Customer,59,Female,Uneducated,Single,Unknown,Blue,46,1,4,5402,Fifties
714084483,Attrited Customer,49,Female,Uneducated,Single,Unknown,Blue,36,2,3,3855,Fourties
719495958,Attrited Customer,42,Female,Unknown,Married,Less than $40K,Blue,36,3,4,2983,Fourties
789775308,Existing Customer,54,Female,Doctorate,Divorced,Less than $40K,Blue,43,1,3,1438.3,Fifties
714726858,Attrited Customer,31,Female,Post-Graduate,Divorced,Less than $40K,Blue,36,3,3,4871,Thirties
709749483,Existing Customer,40,Female,Graduate,Unknown,Less than $40K,Blue,29,1,2,2636,Fourties
710926383,Existing Customer,32,Female,Post-Graduate,Married,$40K - $60K,Blue,24,3,1,1553,Thirties
717172308,Attrited Customer,45,Female,High School,Married,$40K - $60K,Blue,37,2,4,3304,Fourties
771795933,Attrited Customer,49,Male,Unknown,Single,$120K +,Blue,38,3,4,34516,Fourties
785024808,Existing Customer,53,Female,High School,Single,Less than $40K,Blue,47,2,3,3378,Fifties
710277183,Existing Customer,34,Female,Uneducated,Single,$40K - $60K,Blue,27,2,4,2313,Thirties
714647808,Existing Customer,49,Female,Graduate,Single,Less than $40K,Blue,39,3,0,2434,Fourties
709857033,Existing Customer,60,Female,College,Single,$40K - $60K,Blue,50,1,3,1438.3,Sixties
714283458,Existing Customer,40,Male,College,Single,$80K - $120K,Blue,36,1,4,14544,Fourties
804829533,Attrited Customer,59,Male,High School,Single,$60K - $80K,Blue,54,6,6,24621,Fifties
716702358,Existing Customer,44,Female,Unknown,Married,Less than $40K,Blue,33,3,2,2337,Fourties
720028683,Existing Customer,49,Female,High School,Married,$40K - $60K,Blue,39,3,4,2720,Fourties
757044033,Existing Customer,44,Male,Graduate,Unknown,$80K - $120K,Blue,37,1,3,1965,Fourties
719672283,Existing Customer,47,Male,Graduate,Married,$60K - $80K,Silver,39,2,4,33122,Fourties
719054733,Existing Customer,52,Female,Post-Graduate,Single,Less than $40K,Blue,40,3,2,1438.3,Fifties
793336383,Existing Customer,47,Female,High School,Married,Less than $40K,Blue,41,3,4,2709,Fourties
795599883,Attrited Customer,57,Female,Uneducated,Married,Unknown,Blue,51,6,2,2404,Fifties
715650783,Existing Customer,41,Male,High School,Married,$60K - $80K,Blue,36,2,2,4499,Fourties
711819708,Attrited Customer,33,Female,Post-Graduate,Unknown,Unknown,Blue,25,2,4,4734,Thirties
713041683,Attrited Customer,55,Male,Graduate,Married,$120K +,Blue,36,2,4,4697,Fifties
779544708,Existing Customer,50,Male,Unknown,Married,$120K +,Gold,35,5,3,34516,Fifties
712967508,Existing Customer,47,Male,Doctorate,Unknown,$60K - $80K,Blue,36,1,2,2572,Fourties
710231433,Existing Customer,56,Male,Uneducated,Unknown,$60K - $80K,Blue,43,1,4,3110,Fifties
817960533,Existing Customer,41,Male,Unknown,Married,$60K - $80K,Blue,36,3,2,1734,Fourties
713431008,Existing Customer,46,Female,High School,Married,Unknown,Blue,36,3,0,3562,Fourties
709663608,Attrited Customer,43,Female,Graduate,Married,Less than $40K,Blue,36,2,4,1536,Fourties
754851783,Existing Customer,39,Male,High School,Married,$60K - $80K,Blue,32,2,2,19198,Thirties
808743558,Existing Customer,42,Female,High School,Married,Unknown,Blue,37,3,3,4540,Fourties
778905033,Existing Customer,45,Female,Graduate,Divorced,Less than $40K,Blue,26,5,2,1438.3,Fourties
720844008,Existing Customer,54,Female,Graduate,Single,Less than $40K,Blue,45,2,2,1990,Fifties
714286383,Existing Customer,59,Male,High School,Single,$120K +,Blue,36,3,3,3422,Fifties
718767183,Existing Customer,45,Female,Post-Graduate,Unknown,Less than $40K,Blue,36,3,1,2192,Fourties
712707408,Existing Customer,43,Female,Unknown,Married,Less than $40K,Blue,33,2,2,5152,Fourties
789859833,Existing Customer,41,Male,Doctorate,Unknown,Less than $40K,Blue,31,2,1,2515,Fourties
812411058,Attrited Customer,49,Female,Uneducated,Single,Less than $40K,Blue,44,3,2,2094,Fourties
712311258,Existing Customer,48,Female,Uneducated,Single,$40K - $60K,Blue,36,3,3,1906,Fourties
778397358,Attrited Customer,42,Male,Unknown,Married,$60K - $80K,Blue,22,2,4,5096,Fourties
715340733,Existing Customer,39,Male,High School,Unknown,$40K - $60K,Blue,28,2,4,2222,Thirties
797495958,Existing Customer,42,Female,Unknown,Unknown,$40K - $60K,Blue,36,2,2,3015,Fourties
720384633,Existing Customer,48,Male,Uneducated,Single,$40K - $60K,Blue,36,3,2,3786,Fourties
810868758,Existing Customer,39,Male,Uneducated,Married,$40K - $60K,Blue,34,1,2,12078,Thirties
719105433,Existing Customer,48,Female,College,Single,Unknown,Blue,38,3,3,6448,Fourties
715609533,Attrited Customer,47,Female,Unknown,Single,Less than $40K,Blue,35,3,3,5398,Fourties
712160058,Attrited Customer,59,Female,Uneducated,Married,Less than $40K,Blue,51,5,4,1438.3,Fifties
779130108,Attrited Customer,33,Female,Uneducated,Single,$40K - $60K,Blue,15,2,6,1438.3,Thirties
712335858,Existing Customer,48,Female,Graduate,Married,Less than $40K,Blue,36,3,2,2620,Fourties
789643383,Existing Customer,49,Male,Uneducated,Married,$60K - $80K,Blue,35,3,3,13435,Fourties
717733158,Existing Customer,43,Female,Doctorate,Married,Less than $40K,Blue,29,2,3,3186,Fourties
713205108,Existing Customer,42,Female,Graduate,Married,$40K - $60K,Blue,27,1,1,1950,Fourties
719749083,Existing Customer,63,Male,Doctorate,Single,Less than $40K,Blue,54,2,0,7098,Sixties
811762383,Existing Customer,42,Female,Graduate,Married,Less than $40K,Blue,37,2,1,2250,Fourties
708710283,Existing Customer,45,Male,Doctorate,Married,$120K +,Silver,36,1,4,34516,Fourties
708542283,Existing Customer,58,Female,Doctorate,Married,Less than $40K,Blue,47,3,4,2495,Fifties
720667383,Existing Customer,39,Female,High School,Married,Less than $40K,Blue,32,3,1,3086,Thirties
822952158,Existing Customer,53,Female,Graduate,Married,Less than $40K,Blue,49,2,4,1520,Fifties
716922633,Attrited Customer,38,Male,Uneducated,Single,$120K +,Blue,30,3,4,4043,Thirties
709081683,Existing Customer,65,Male,High School,Single,Less than $40K,Blue,54,1,3,4599,Sixties
710211783,Attrited Customer,38,Female,Unknown,Married,Less than $40K,Blue,26,2,2,1438.3,Thirties
720364158,Existing Customer,55,Female,Graduate,Unknown,Unknown,Blue,36,3,3,7869,Fifties
713064783,Existing Customer,60,Female,Unknown,Unknown,$40K - $60K,Blue,48,3,4,5362,Sixties
709873683,Existing Customer,60,Male,Doctorate,Unknown,$40K - $60K,Silver,53,2,1,16541,Sixties
758106108,Existing Customer,45,Female,Uneducated,Single,Less than $40K,Blue,38,2,1,7486,Fourties
711445233,Existing Customer,42,Female,Uneducated,Single,Less than $40K,Blue,36,3,1,1438.3,Fourties
778912683,Existing Customer,51,Female,Graduate,Single,Unknown,Blue,32,3,1,8365,Fifties
780496833,Attrited Customer,56,Female,College,Single,Less than $40K,Blue,43,2,2,2846,Fifties
720057183,Existing Customer,49,Female,Doctorate,Single,Less than $40K,Blue,42,1,4,7789,Fourties
789081408,Attrited Customer,44,Female,Uneducated,Single,Less than $40K,Blue,32,3,4,1438.3,Fourties
720634683,Attrited Customer,48,Female,College,Married,Unknown,Blue,37,2,4,2220,Fourties
808732458,Existing Customer,48,Male,Unknown,Married,$120K +,Blue,43,3,0,6626,Fourties
719947533,Existing Customer,46,Female,Graduate,Married,Unknown,Blue,36,2,1,5547,Fourties
715452408,Existing Customer,37,Female,Graduate,Divorced,Less than $40K,Blue,36,3,3,1734,Thirties
718103733,Existing Customer,41,Female,Unknown,Married,Less than $40K,Blue,31,3,4,2934,Fourties
788705358,Existing Customer,44,Male,High School,Married,$120K +,Blue,33,1,4,14527,Fourties
772105608,Existing Customer,48,Female,Uneducated,Single,Less than $40K,Blue,37,3,4,2646,Fourties
718396533,Existing Customer,47,Male,College,Single,$80K - $120K,Blue,38,3,3,8185,Fourties
712949733,Existing Customer,46,Male,High School,Single,$40K - $60K,Blue,37,2,3,6340,Fourties
772036233,Existing Customer,62,Male,Graduate,Single,$80K - $120K,Blue,51,2,3,5711,Sixties
713285058,Existing Customer,46,Female,Doctorate,Single,Less than $40K,Blue,34,3,4,2258,Fourties
710289783,Attrited Customer,43,Female,Uneducated,Divorced,Less than $40K,Blue,25,2,4,2086,Fourties
780390108,Existing Customer,44,Female,College,Married,$40K - $60K,Blue,34,1,2,3256,Fourties
720585183,Existing Customer,50,Male,High School,Married,$60K - $80K,Blue,35,3,2,14854,Fifties
711831558,Existing Customer,49,Male,College,Divorced,$120K +,Blue,41,1,1,7184,Fourties
710854008,Existing Customer,48,Male,Unknown,Unknown,$40K - $60K,Blue,37,2,4,6541,Fourties
717017808,Existing Customer,62,Male,Uneducated,Single,$40K - $60K,Blue,52,1,2,9065,Sixties
823615983,Attrited Customer,54,Male,Uneducated,Single,$40K - $60K,Blue,50,1,3,3682,Fifties
807587433,Attrited Customer,56,Female,Doctorate,Married,Less than $40K,Blue,51,6,5,1438.3,Fifties
709987683,Attrited Customer,46,Female,Graduate,Married,Unknown,Blue,36,3,4,2286,Fourties
714435408,Existing Customer,57,Male,High School,Single,$80K - $120K,Blue,38,3,1,12663,Fifties
718994583,Existing Customer,48,Female,College,Single,Less than $40K,Blue,35,3,1,1438.3,Fourties
793616883,Existing Customer,39,Female,Graduate,Single,Less than $40K,Blue,33,2,2,1438.3,Thirties
779978283,Existing Customer,45,Female,High School,Married,Unknown,Blue,34,2,1,5056,Fourties
713370033,Attrited Customer,53,Female,Graduate,Single,Less than $40K,Blue,40,1,4,1438.3,Fifties
710482533,Existing Customer,26,Male,Unknown,Married,$120K +,Blue,17,2,1,30928,Twenties
778830933,Existing Customer,40,Male,Graduate,Married,$80K - $120K,Blue,21,2,0,1804,Fourties
736145283,Existing Customer,43,Male,College,Married,$80K - $120K,Blue,24,1,4,1669,Fourties
778718658,Existing Customer,33,Female,High School,Divorced,Unknown,Blue,15,3,4,9725,Thirties
719482008,Existing Customer,45,Male,Uneducated,Single,$60K - $80K,Blue,35,3,2,21696,Fourties
715004808,Existing Customer,49,Female,High School,Married,Less than $40K,Blue,39,3,1,2992,Fourties
720014358,Existing Customer,38,Female,Doctorate,Single,Less than $40K,Blue,26,2,4,1934,Thirties
718208358,Existing Customer,43,Male,Uneducated,Married,$120K +,Blue,31,3,4,34516,Fourties
713380308,Existing Customer,42,Female,Uneducated,Single,Less than $40K,Blue,36,2,1,1734,Fourties
716477133,Existing Customer,42,Female,Uneducated,Single,Less than $40K,Blue,32,3,4,1438.3,Fourties
713949858,Attrited Customer,39,Female,Doctorate,Married,Less than $40K,Blue,36,3,4,1438.3,Thirties
827619933,Existing Customer,48,Male,Uneducated,Single,$40K - $60K,Blue,44,1,2,9673,Fourties
779135808,Existing Customer,56,Female,Doctorate,Single,$40K - $60K,Blue,38,1,4,3609,Fifties
719751483,Attrited Customer,39,Female,Uneducated,Single,Less than $40K,Blue,36,3,1,1438.3,Thirties
708219858,Existing Customer,39,Male,Graduate,Single,$40K - $60K,Blue,26,3,2,6423,Thirties
779681433,Attrited Customer,48,Female,Graduate,Married,$40K - $60K,Blue,31,3,4,14899,Fourties
720169383,Existing Customer,52,Female,College,Married,$40K - $60K,Blue,41,1,1,3224,Fifties
718056033,Existing Customer,44,Female,High School,Married,Less than $40K,Blue,34,3,2,4135,Fourties
789226683,Existing Customer,44,Male,Unknown,Married,$60K - $80K,Blue,33,2,3,4969,Fourties
822902508,Existing Customer,41,Female,College,Single,$40K - $60K,Blue,37,3,3,8376,Fourties
780462183,Existing Customer,44,Male,Unknown,Single,$80K - $120K,Blue,31,5,2,3454,Fourties
715502808,Existing Customer,42,Male,High School,Married,$80K - $120K,Blue,36,3,2,25944,Fourties
788755158,Existing Customer,49,Male,High School,Married,$60K - $80K,Blue,29,3,1,1438.3,Fourties
780038058,Attrited Customer,38,Female,High School,Single,Less than $40K,Blue,22,2,5,1556,Thirties
709536483,Attrited Customer,57,Male,Graduate,Married,$60K - $80K,Blue,49,0,3,8701,Fifties
712563408,Attrited Customer,33,Male,Uneducated,Single,$40K - $60K,Blue,18,1,6,5600,Thirties
771222558,Existing Customer,45,Female,Graduate,Unknown,Less than $40K,Blue,32,1,3,2900,Fourties
708145908,Existing Customer,61,Female,Graduate,Married,$40K - $60K,Blue,50,3,0,4906,Sixties
717755058,Existing Customer,41,Female,Doctorate,Single,Less than $40K,Blue,36,3,4,2687,Fourties
789109983,Existing Customer,40,Female,High School,Divorced,$40K - $60K,Blue,28,1,4,4464,Fourties
802600233,Existing Customer,51,Female,Graduate,Single,$40K - $60K,Blue,45,1,3,1438.3,Fifties
720449208,Existing Customer,34,Female,College,Married,Less than $40K,Blue,16,1,4,2221,Thirties
719557983,Existing Customer,42,Male,Uneducated,Married,$60K - $80K,Blue,36,3,3,2966,Fourties
766111383,Existing Customer,38,Female,High School,Married,$40K - $60K,Blue,31,2,4,1593,Thirties
789367083,Existing Customer,41,Female,Uneducated,Single,Less than $40K,Blue,31,3,3,2450,Fourties
710538183,Existing Customer,53,Female,Graduate,Divorced,Less than $40K,Blue,42,2,4,1529,Fifties
708534033,Existing Customer,45,Female,Graduate,Single,$40K - $60K,Blue,36,2,2,6274,Fourties
716739258,Existing Customer,43,Female,Unknown,Single,Less than $40K,Blue,33,2,4,1438.3,Fourties
788940558,Existing Customer,41,Female,Graduate,Married,Less than $40K,Blue,27,1,2,2134,Fourties
714722808,Existing Customer,50,Male,College,Married,$80K - $120K,Blue,33,3,2,17158,Fifties
713249883,Existing Customer,51,Female,Uneducated,Married,$40K - $60K,Blue,36,3,3,3359,Fifties
714207483,Existing Customer,47,Male,Graduate,Married,$80K - $120K,Blue,41,1,4,11997,Fourties
720068808,Existing Customer,41,Female,Graduate,Married,Less than $40K,Blue,32,3,2,3302,Fourties
778601733,Attrited Customer,55,Female,High School,Single,$40K - $60K,Blue,47,4,3,2687,Fifties
709779258,Existing Customer,53,Female,Post-Graduate,Married,Less than $40K,Blue,43,3,4,1438.3,Fifties
713696808,Attrited Customer,46,Female,High School,Married,Less than $40K,Blue,39,3,0,1801,Fourties
720044658,Attrited Customer,53,Male,Post-Graduate,Single,$60K - $80K,Blue,46,2,4,4573,Fifties
716373483,Attrited Customer,48,Female,Graduate,Married,Less than $40K,Blue,40,3,2,2860,Fourties
714305508,Existing Customer,46,Female,Uneducated,Married,$40K - $60K,Blue,36,3,2,13387,Fourties
712202433,Existing Customer,46,Female,High School,Single,Less than $40K,Blue,36,3,4,2283,Fourties
716600733,Attrited Customer,47,Female,Unknown,Married,Less than $40K,Blue,36,3,3,2033,Fourties
778372158,Existing Customer,49,Female,High School,Married,$40K - $60K,Blue,33,3,2,2506,Fourties
714176133,Existing Customer,47,Female,Uneducated,Single,Less than $40K,Blue,36,2,3,1438.3,Fourties
708969633,Existing Customer,42,Male,Uneducated,Unknown,$80K - $120K,Blue,36,5,1,2447,Fourties
715765758,Existing Customer,54,Female,Uneducated,Single,Less than $40K,Blue,41,2,4,1438.3,Fifties
803097333,Existing Customer,41,Male,Graduate,Married,$80K - $120K,Blue,35,3,4,10873,Fourties
710411358,Attrited Customer,39,Female,College,Married,$40K - $60K,Blue,28,2,4,7596,Thirties
715660308,Attrited Customer,54,Female,College,Married,Less than $40K,Blue,44,3,2,2921,Fifties
711866358,Existing Customer,42,Female,High School,Single,$40K - $60K,Blue,30,2,3,10136,Fourties
710738883,Existing Customer,52,Female,High School,Married,Less than $40K,Blue,36,2,3,2187,Fifties
717822108,Existing Customer,60,Female,Uneducated,Single,Less than $40K,Blue,48,2,3,3302,Sixties
714407058,Existing Customer,40,Male,Uneducated,Divorced,$80K - $120K,Blue,29,2,1,30997,Fourties
710744433,Existing Customer,48,Female,Uneducated,Single,Less than $40K,Blue,38,2,0,2578,Fourties
778959258,Attrited Customer,51,Female,Unknown,Married,Less than $40K,Blue,32,3,3,1438.3,Fifties
713320008,Existing Customer,48,Male,Graduate,Single,$80K - $120K,Blue,37,3,2,3034,Fourties
766795983,Existing Customer,46,Female,Unknown,Single,Less than $40K,Blue,40,2,2,1438.3,Fourties
716256483,Existing Customer,50,Female,Graduate,Single,Unknown,Blue,36,2,4,2611,Fifties
712364283,Existing Customer,54,Female,Doctorate,Married,$40K - $60K,Blue,43,3,2,2222,Fifties
714620358,Attrited Customer,37,Female,Graduate,Divorced,Less than $40K,Blue,30,3,4,3328,Thirties
709145958,Attrited Customer,43,Female,Unknown,Married,Less than $40K,Blue,36,2,2,2440,Fourties
709787733,Existing Customer,54,Female,College,Single,Unknown,Blue,48,2,2,9723,Fifties
809071083,Existing Customer,60,Female,Graduate,Single,Less than $40K,Blue,55,1,0,2346,Sixties
721165608,Existing Customer,51,Male,Graduate,Married,$60K - $80K,Silver,36,6,3,26142,Fifties
716668308,Attrited Customer,39,Female,High School,Single,Unknown,Blue,36,2,4,12405,Thirties
708760458,Existing Customer,47,Male,High School,Single,$80K - $120K,Blue,36,3,4,17655,Fourties
720333783,Existing Customer,51,Female,Unknown,Married,Less than $40K,Blue,33,1,4,4941,Fifties
789212883,Attrited Customer,30,Female,Uneducated,Divorced,Less than $40K,Blue,19,1,2,1644,Thirties
711341433,Existing Customer,34,Female,Graduate,Single,Unknown,Blue,24,3,3,3095,Thirties
720235608,Existing Customer,60,Female,Graduate,Unknown,Less than $40K,Blue,36,3,1,3828,Sixties
716890533,Existing Customer,49,Female,Uneducated,Single,Less than $40K,Blue,36,2,2,2182,Fourties
708491508,Existing Customer,51,Male,Unknown,Single,$60K - $80K,Blue,42,3,2,13906,Fifties
718542858,Existing Customer,50,Male,High School,Married,$80K - $120K,Blue,36,3,2,10588,Fifties
717750858,Existing Customer,32,Female,Post-Graduate,Single,Less than $40K,Blue,16,3,2,2973,Thirties
712450008,Attrited Customer,50,Female,Post-Graduate,Married,Unknown,Blue,36,2,4,4045,Fifties
827628408,Existing Customer,40,Male,Graduate,Married,$80K - $120K,Blue,36,3,2,2165,Fourties
713492583,Attrited Customer,34,Female,Graduate,Married,Less than $40K,Blue,29,2,2,5845,Thirties
718054833,Existing Customer,50,Male,Unknown,Single,$120K +,Blue,37,3,4,15341,Fifties
788770908,Existing Customer,45,Male,College,Married,$60K - $80K,Blue,26,2,2,3035,Fourties
710175783,Existing Customer,45,Female,High School,Single,Unknown,Blue,25,2,1,1986,Fourties
715429608,Existing Customer,45,Female,College,Married,Less than $40K,Blue,37,3,1,4602,Fourties
714058308,Attrited Customer,43,Female,Uneducated,Single,Less than $40K,Blue,36,3,4,2689,Fourties
717965808,Existing Customer,65,Male,Unknown,Single,$40K - $60K,Blue,54,1,4,9383,Sixties
709265208,Existing Customer,47,Female,Graduate,Single,Less than $40K,Blue,37,3,2,1438.3,Fourties
713114133,Attrited Customer,42,Female,Uneducated,Single,Less than $40K,Blue,23,2,3,1443,Fourties
721349883,Existing Customer,51,Female,Graduate,Single,Less than $40K,Blue,39,2,1,2847,Fifties
758965158,Existing Customer,44,Male,High School,Single,$80K - $120K,Blue,37,2,3,15638,Fourties
749722908,Existing Customer,43,Male,Post-Graduate,Married,$120K +,Blue,36,3,2,10700,Fourties
709495833,Attrited Customer,44,Female,Graduate,Single,Less than $40K,Blue,36,2,4,1438.3,Fourties
717575958,Attrited Customer,50,Female,Post-Graduate,Married,$40K - $60K,Blue,41,3,3,1694,Fifties
714406158,Attrited Customer,53,Female,High School,Divorced,Unknown,Blue,36,3,6,7939,Fifties
767243208,Existing Customer,42,Female,Graduate,Single,Less than $40K,Blue,35,2,2,2555,Fourties
711515433,Existing Customer,55,Female,Unknown,Single,Less than $40K,Blue,36,1,2,2850,Fifties
720190908,Existing Customer,59,Male,High School,Single,$60K - $80K,Blue,51,2,4,8973,Fifties
818814933,Existing Customer,58,Female,Unknown,Single,$40K - $60K,Blue,53,3,1,6960,Fifties
719794383,Existing Customer,60,Female,College,Married,Less than $40K,Blue,41,2,2,4167,Sixties
709766808,Existing Customer,49,Female,Uneducated,Married,Unknown,Blue,36,3,2,5099,Fourties
709666908,Existing Customer,42,Female,Graduate,Divorced,Unknown,Blue,36,3,1,2782,Fourties
794653983,Existing Customer,44,Female,Graduate,Married,Less than $40K,Blue,27,1,4,1480,Fourties
716593533,Existing Customer,56,Male,High School,Single,$80K - $120K,Blue,45,1,3,5070,Fifties
714113658,Existing Customer,52,Male,Unknown,Single,$80K - $120K,Blue,41,3,1,2757,Fifties
708776658,Existing Customer,54,Male,Unknown,Married,$80K - $120K,Blue,43,3,2,5774,Fifties
712225008,Existing Customer,55,Male,Graduate,Married,$60K - $80K,Blue,44,6,3,6054,Fifties
787450758,Existing Customer,57,Male,Unknown,Single,$60K - $80K,Blue,43,3,1,19090,Fifties
789099783,Existing Customer,43,Female,Unknown,Married,Less than $40K,Blue,31,3,3,2069,Fourties
711751533,Existing Customer,47,Female,Graduate,Married,Less than $40K,Blue,37,1,3,2447,Fourties
708367908,Existing Customer,56,Female,Uneducated,Married,Less than $40K,Blue,47,1,2,3022,Fifties
714951858,Existing Customer,44,Female,Graduate,Married,Less than $40K,Blue,36,1,3,4473,Fourties
720436008,Existing Customer,54,Female,Doctorate,Unknown,Less than $40K,Blue,43,6,4,5267,Fifties
718984533,Existing Customer,37,Male,Graduate,Single,$80K - $120K,Blue,29,2,4,7199,Thirties
716982483,Existing Customer,49,Female,Graduate,Married,Less than $40K,Blue,38,4,2,1438.3,Fourties
708681708,Attrited Customer,51,Female,Unknown,Single,Less than $40K,Blue,43,3,2,3245,Fifties
720202008,Existing Customer,47,Female,Unknown,Single,$40K - $60K,Blue,40,3,4,3888,Fourties
714483033,Existing Customer,45,Female,Unknown,Married,Unknown,Blue,40,2,2,14728,Fourties
711468708,Attrited Customer,38,Female,High School,Single,$40K - $60K,Blue,31,3,2,1438.3,Thirties
821724483,Attrited Customer,48,Male,Unknown,Single,$40K - $60K,Blue,43,3,2,11272,Fourties
716402508,Existing Customer,49,Female,Graduate,Unknown,Less than $40K,Blue,36,3,3,2705,Fourties
721189008,Existing Customer,41,Male,Graduate,Married,$80K - $120K,Blue,27,2,4,12270,Fourties
712867983,Existing Customer,54,Female,Uneducated,Single,Less than $40K,Blue,43,1,4,3006,Fifties
713814408,Existing Customer,39,Male,Uneducated,Single,$80K - $120K,Blue,36,2,4,7901,Thirties
716671983,Existing Customer,38,Male,High School,Single,$80K - $120K,Blue,29,3,2,5983,Thirties
708252108,Existing Customer,64,Male,College,Single,$40K - $60K,Blue,53,3,2,7362,Sixties
